City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
281,Havøysund,20,NO,1589961404,69,71.0,24.66,277.15,2.1
282,Bereket,0,TM,1589961405,25,39.24,55.52,298.82,4.77
283,Dwārka,0,IN,1589961406,58,22.24,68.97,304.83,5.45
284,Kloulklubed,90,PW,1589961410,88,7.04,134.26,300.15,4.1
285,Eirunepé,31,BR,1589961114,97,-6.66,-69.87,295.59,0.25
286,Shimanovsk,83,RU,1589961412,40,52.0,127.7,291.93,2.56
287,Yangi Marg`ilon,0,UZ,1589961413,22,40.43,71.72,299.15,3.1
288,San Juan,15,AR,1589961414,56,-31.54,-68.54,286.07,7.9
289,Huntington,90,US,1589961158,87,38.42,-82.45,284.26,3.6
290,Poum,72,NC,1589961417,64,-20.23,164.02,296.62,2.2
291,Inuvik,5,CA,1589961336,68,68.35,-133.72,271.15,2.6
292,Nyrob,100,RU,1589961419,90,60.73,56.72,282.38,1.96
293,La Asuncion,100,VE,1589961420,94,11.03,-63.86,299.15,6.2
294,Constitución,100,CL,1589961214,88,-35.33,-72.42,285.89,1.93
295,Walvis Bay,0,NA,1589961083,20,-22.96,14.51,300.15,8.7
296,Kwang Binh,78,VN,1589961423,55,17.48,106.6,308.01,1.68
297,Barra de Tecoanapa,8,MX,1589961424,69,16.52,-98.75,298.42,2.06
298,Faya,20,SA,1589961425,35,18.39,42.45,296.15,3.1
299,Ingham,1,US,1589961427,87,42.6,-84.38,286.15,1.5
300,Belyy Yar,36,RU,1589961428,28,53.6,91.39,300.15,4.0
301,Konstantinovka,100,RU,1589961429,34,49.62,127.98,294.36,4.09
302,Marsá Maţrūḩ,0,EG,1589961430,61,31.35,27.25,301.15,4.22
303,Nanortalik,84,GL,1589961179,76,60.14,-45.24,276.51,3.06
304,Manbij,0,SY,1589961432,23,36.53,37.95,303.15,5.1
305,Aksarka,33,RU,1589961433,46,66.56,67.8,297.57,9.37
306,Mitsamiouli,20,KM,1589961434,58,-11.38,43.28,303.15,5.7
307,Río Gallegos,100,AR,1589961154,73,-51.62,-69.22,273.15,2.6
308,Ambilobe,0,MG,1589961437,38,-13.2,49.05,304.93,1.23
309,Namatanai,6,PG,1589961336,83,-3.67,152.43,300.63,4.77
310,Bilma,0,NE,1589961439,7,18.69,12.92,310.33,2.79
311,Kuching,40,MY,1589961165,66,1.55,110.33,306.15,2.1
312,Jaru,89,BR,1589961345,95,-10.44,-62.47,295.37,0.78
313,Chapais,1,CA,1589961385,94,49.78,-74.85,273.15,2.4
314,Puerto Escondido,25,MX,1589961443,68,15.85,-97.07,301.58,2.66
315,Akonolinga,96,CM,1589961444,94,3.77,12.25,295.39,1.52
316,Beşikdüzü,71,TR,1589961445,82,41.05,39.23,290.15,3.1
317,Igrim,87,RU,1589961446,54,63.19,64.42,291.27,5.83
318,Hambantota,67,LK,1589961110,66,6.12,81.12,304.35,10.64
319,Stoholm,13,DK,1589961449,62,56.48,9.15,286.48,5.7
320,Novyy Yegorlyk,100,RU,1589961450,51,46.39,41.87,294.1,7.17
321,San Lorenzo,70,PY,1589961372,56,-25.33,-57.53,296.15,4.6
322,Sechura,2,PE,1589961452,80,-5.56,-80.82,293.4,4.79
323,Samarai,3,PG,1589961297,86,-10.62,150.67,300.46,7.36
324,Waingapu,75,ID,1589961454,70,-9.66,120.26,299.48,9.38
325,Praia da Vitória,20,PT,1589961455,87,38.73,-27.07,288.15,3.9
326,Avera,90,US,1589961456,83,33.19,-82.53,291.15,3.6
327,Karlstad,0,SE,1589961457,42,59.38,13.5,285.37,2.1
328,Tabou,16,CI,1589961458,82,4.42,-7.35,300.58,3.07
329,Manta,75,EC,1589961459,83,-0.95,-80.73,297.15,1.5
330,Bariloche,20,AR,1589961462,86,-41.15,-71.31,274.15,2.1
331,Canatlán,0,MX,1589961463,51,24.52,-104.78,290.37,3.58
332,Vila Velha,75,BR,1589961066,94,-20.33,-40.29,294.26,1.5
333,Wichian Buri,90,TH,1589961465,36,15.66,101.11,310.94,5.11
334,Dali,100,CN,1589961466,54,25.7,100.18,297.02,3.95
335,Årøysund,1,NO,1589961467,43,59.18,10.46,286.48,3.6
336,Grand Forks,1,US,1589961468,76,47.93,-97.03,288.15,5.1
337,Dubbo,75,AU,1589961469,93,-32.25,148.62,287.15,0.5
338,Abhā,20,SA,1589961470,35,18.22,42.51,296.15,3.1
339,Thompson,90,CA,1589961215,80,55.74,-97.86,277.15,4.6
340,Oranjestad,20,AW,1589961081,78,12.52,-70.03,300.15,7.7
341,Rawson,100,AR,1589961452,50,-43.3,-65.1,282.99,3.34
342,Tivaouane,16,SN,1589961475,88,14.95,-16.81,293.15,3.1
343,Chicama,42,PE,1589961476,83,-7.84,-79.15,292.62,2.16
344,Bonavista,92,CA,1589961477,86,48.65,-53.11,273.71,4.02
345,Machinga,40,MW,1589961478,52,-15.17,35.3,295.42,1.54
346,Kaitangata,56,NZ,1589961411,76,-46.28,169.85,279.26,0.89
347,Tonalá,5,MX,1589961480,32,20.62,-103.23,294.15,2.1
348,Mehamn,40,NO,1589961341,80,71.04,27.85,277.15,3.1
349,Santa Rosa,40,PH,1589961150,66,14.31,121.11,308.71,5.1
350,Sawtell,100,AU,1589961483,77,-30.38,153.1,292.15,3.6
351,Gimbi,23,ET,1589961484,76,9.17,35.83,295.9,0.48
352,Port Macquarie,100,AU,1589961487,86,-31.43,152.92,290.93,4.55
353,Upington,0,ZA,1589961488,19,-28.45,21.26,291.15,2.1
354,Yichun,100,CN,1589961489,49,47.7,128.9,290.14,2.03
355,Broome,1,US,1589961102,57,42.25,-75.83,282.15,3.6
356,Deputatsky,0,RU,1589961491,73,69.3,139.9,277.32,0.47
357,Ilebo,8,CD,1589961493,50,-4.32,20.58,302.09,1.69
358,Sfântu Gheorghe,100,RO,1589961194,86,45.87,25.78,287.59,0.89
359,Kirakira,13,SB,1589961496,83,-10.45,161.92,300.1,5.56
360,Lebu,0,CL,1589961253,84,-37.62,-73.65,283.16,1.07
361,Lingao,100,CN,1589961498,59,19.91,109.69,306.68,3.01
362,Krasnyy Luch,99,UA,1589961500,73,48.14,38.94,289.77,6.16
363,Mana,12,GF,1589961501,91,5.66,-53.78,298.05,2.35
364,Karatuzskoye,0,RU,1589961503,26,53.61,92.87,299.63,1.52
365,Riyadh,26,SA,1589961187,18,24.69,46.72,310.15,2.1
366,Hernani,1,ES,1589961505,72,43.27,-1.98,291.48,1.0
367,Port Moresby,0,PG,1589961506,87,-9.44,147.18,300.12,4.52
368,Amapá,23,BR,1589961508,98,1.0,-52.0,295.04,0.44
369,Grande Prairie,75,CA,1589961509,81,55.17,-118.8,283.15,3.25
370,Mogadishu,75,SO,1589961510,66,2.04,45.34,303.15,6.2
371,Neryungri,67,RU,1589961511,51,56.67,124.65,286.17,3.99
372,Yulara,100,AU,1589961331,36,-25.24,130.99,290.15,4.6
373,Lerwick,90,GB,1589961513,100,60.15,-1.15,282.15,2.1
374,Alice Springs,100,AU,1589961024,51,-23.7,133.88,289.15,4.6
375,Songea,40,TZ,1589961515,68,-10.68,35.65,293.15,7.7
376,Qaqortoq,19,GL,1589961516,30,60.72,-46.03,279.15,2.6
377,Lárdos,82,GR,1589961519,69,36.09,28.02,301.15,2.1
378,Charlottesville,90,US,1589961387,81,38.03,-78.48,285.15,6.2
379,Lincoln,90,US,1589961300,82,40.8,-96.67,288.15,2.6
380,Korem,97,ET,1589961522,49,12.51,39.52,292.89,0.88
381,Kirishi,40,RU,1589961523,48,59.45,32.02,281.48,2.77
382,Ahipara,2,NZ,1589961221,76,-35.17,173.17,284.27,3.55
383,At-Bashi,14,KG,1589961525,73,41.17,75.81,282.04,3.62
384,Homer,40,US,1589961456,87,59.64,-151.55,281.48,2.1
385,Fairbanks,1,US,1589960959,27,64.84,-147.72,285.15,2.1
386,Nagua,87,DO,1589961528,90,19.38,-69.85,296.4,1.52
387,Bengkulu,100,ID,1589961339,68,-3.8,102.27,299.39,4.89
388,Jaen,2,ES,1589961531,48,38.0,-3.5,298.15,1.34
389,Castlecomer,98,IE,1589961532,81,52.81,-7.21,287.04,3.13
390,Nishihara,100,JP,1589961533,47,26.18,127.76,300.15,5.7
391,Hudiksvall,0,SE,1589961534,37,61.73,17.1,284.82,2.68
392,Aksha,87,RU,1589961535,47,50.28,113.29,289.9,4.38
393,Kismayo,90,SO,1589961536,79,-0.36,42.55,300.59,7.14
394,Ayní,51,TJ,1589961538,32,39.39,68.54,290.29,1.15
395,Nabire,63,ID,1589961539,79,-3.37,135.48,301.88,1.25
396,Champerico,31,GT,1589961540,77,14.3,-91.92,300.41,3.24
397,La Ronge,5,CA,1589961419,86,55.1,-105.28,277.15,2.1
398,Kajaani,7,FI,1589961542,48,64.23,27.73,279.15,3.1
399,Aykhal,100,RU,1589961300,30,66.0,111.5,287.15,5.0
400,Tual,47,ID,1589961296,80,-5.67,132.75,301.77,5.0
401,Megion,75,RU,1589961547,77,61.03,76.11,291.15,5.0
402,Nhulunbuy,75,AU,1589961351,83,-12.23,136.77,301.15,4.6
403,São João da Barra,14,BR,1589961549,77,-21.64,-41.05,294.2,1.92
404,Xingyi,94,CN,1589961550,41,24.19,102.82,301.96,6.97
405,San Quintín,0,MX,1589961281,74,30.48,-115.95,288.92,8.21
406,Marystown,13,CA,1589961547,96,47.17,-55.15,273.42,3.53
407,Nome,1,US,1589961272,50,64.5,-165.41,284.15,5.7
408,Gambēla,1,ET,1589961554,47,8.25,34.58,306.38,1.64
409,Aklavik,5,CA,1589961372,68,68.22,-135.01,271.15,2.6
410,Kashgar,20,CN,1589961556,10,39.45,75.98,299.15,3.0
411,Nioro,6,GM,1589961393,53,13.35,-15.75,295.94,3.52
412,Guerrero Negro,0,MX,1589961559,70,27.98,-114.06,289.63,8.57
413,Makakilo City,40,US,1589961560,73,21.35,-158.09,297.15,2.6
414,Hualmay,76,PE,1589961561,84,-11.1,-77.61,290.68,3.06
415,Duluth,30,US,1589961563,75,46.78,-92.11,281.15,3.1
416,Coahuayana Viejo,0,MX,1589961564,66,18.73,-103.68,295.0,1.17
417,Kiryat Gat,0,IL,1589961565,16,31.61,34.76,312.04,0.45
418,Novy Urengoy,0,RU,1589961566,30,66.08,76.63,299.52,8.99
419,Lakefield,90,US,1589961568,82,43.68,-95.17,287.15,6.2
420,Tete,20,MZ,1589961569,60,-16.16,33.59,296.15,2.6
421,Pochutla,30,MX,1589961570,84,15.74,-96.47,299.26,0.31
422,Atar,33,MR,1589961377,18,20.52,-13.05,302.5,1.22
423,Novotroitsk,75,RU,1589961572,50,51.2,58.33,285.15,9.0
424,Lata,0,PT,1589961500,86,40.16,-8.33,290.37,0.89
425,Acaraú,8,BR,1589961574,91,-2.89,-40.12,297.7,4.36
426,Fortuna Foothills,1,US,1589961575,34,32.66,-114.41,291.15,3.1
427,Norman Wells,40,CA,1589961548,55,65.28,-126.83,274.15,2.6
428,Maniitsoq,0,GL,1589961578,89,65.42,-52.9,274.05,1.49
429,Pampa,1,US,1589961579,77,35.54,-100.96,292.15,7.2
430,Kruisfontein,0,ZA,1589961580,33,-34.0,24.73,294.81,2.83
431,Fort Nelson,78,CA,1589961581,75,58.81,-122.7,278.15,4.39
432,Tuy Hoa,100,VN,1589961460,64,13.08,109.3,305.61,5.76
433,Kharp,72,RU,1589961583,82,66.8,65.81,286.71,7.22
434,Tilichiki,100,RU,1589961584,100,60.47,166.1,273.1,3.3
435,Naryan-Mar,100,RU,1589961585,87,67.67,53.09,279.35,7.87
436,Lodja,53,CD,1589961586,56,-3.48,23.43,301.57,1.71
437,Katherine,96,AU,1589961589,33,-14.47,132.27,306.15,4.6
438,Chara,70,RU,1589961590,50,56.91,118.26,285.89,2.95
439,Grindavik,90,IS,1589961312,80,63.84,-22.43,278.15,6.2
440,Shubarkuduk,62,KZ,1589961592,46,49.14,56.49,286.51,10.69
441,Kawalu,46,ID,1589961593,73,-7.38,108.21,302.51,1.68
442,Werder,0,DE,1589961594,57,52.38,12.93,290.37,2.28
443,Cockburn Town,100,TC,1589961553,85,21.46,-71.14,299.79,8.26
444,Magelang,40,ID,1589961596,66,-7.47,110.22,305.15,5.1
445,Roald,0,NO,1589961597,62,62.58,6.13,281.15,2.1
446,Constantine,1,DZ,1589961555,67,36.37,6.61,289.15,0.5
447,Chadan,0,RU,1589961599,17,51.28,91.58,299.28,2.18
448,Mkokotoni,75,TZ,1589961601,78,-5.88,39.25,298.15,5.1
449,Khonsa,61,IN,1589961602,54,27.02,95.57,300.75,1.46
450,Tagusao,97,PH,1589961603,68,9.19,117.81,304.1,1.55
451,Poso,20,ID,1589961605,70,-1.4,120.75,302.44,1.17
452,North Bend,90,US,1589961192,100,43.41,-124.22,284.82,1.46
453,Kirovsk,100,UA,1589961608,82,48.64,38.64,288.06,5.61
454,Aktobe,75,KZ,1589960869,53,50.28,57.21,284.15,8.0
455,Gejiu,92,CN,1589961611,60,23.31,103.16,298.57,3.63
456,Hays,0,US,1589961612,93,30.05,-98.03,298.15,4.33
457,Markova,75,UA,1589961613,66,48.68,24.41,286.15,4.0
458,Conceição da Barra,59,BR,1589961614,92,-18.59,-39.73,293.34,2.22
459,Lokosovo,100,RU,1589961615,44,61.13,74.82,294.43,6.12
460,Batagay-Alyta,0,RU,1589961617,45,67.8,130.41,283.79,2.53
461,Zhangye,84,CN,1589961618,14,38.93,100.45,301.36,3.63
462,Nemuro,75,JP,1589961298,75,43.32,145.57,278.15,5.7
463,Teahupoo,20,PF,1589961620,78,-17.83,-149.27,299.15,1.0
464,Narón,90,ES,1589961621,93,43.52,-8.15,288.15,1.74
465,Rawlins,75,US,1589961622,43,41.79,-107.24,286.15,3.1
466,Mareeba,95,AU,1589961352,89,-17.0,145.43,298.15,1.34
467,Sorong,16,ID,1589961624,79,-0.88,131.25,301.72,1.56
468,Ekenäs,38,FI,1589961625,77,59.97,23.43,282.04,2.24
469,Dingle,100,PH,1589961626,61,11.0,122.67,305.29,2.31
470,Sretensk,93,RU,1589961627,23,52.25,117.71,295.8,1.06
471,High Level,90,CA,1589961629,70,58.52,-117.14,282.15,2.1
472,Lander,1,US,1589961630,24,42.83,-108.73,289.26,4.1
473,Ust-Nera,28,RU,1589961631,50,64.57,143.2,282.4,2.01
474,Menongue,67,AO,1589961632,37,-14.66,17.69,293.17,3.7
475,Pacific Grove,52,US,1589961009,78,36.62,-121.92,287.59,0.89
476,Imeni Poliny Osipenko,100,RU,1589961634,43,52.42,136.49,292.46,4.65
477,Peterhead,100,GB,1589961550,77,57.51,-1.8,288.15,2.6
478,Porto Velho,40,BR,1589961431,94,-8.76,-63.9,297.15,1.5
479,Suleja,66,NG,1589961637,69,9.18,7.18,300.92,1.62
480,Yenagoa,100,NG,1589961638,78,4.92,6.26,301.96,2.35
481,‘Ewa Beach,40,US,1589961639,73,21.32,-158.01,297.15,2.6
482,Morant Bay,20,JM,1589961642,74,17.88,-76.41,301.15,7.2
483,Havre-St-Pierre,1,CA,1589961643,64,50.23,-63.6,274.15,3.1
484,Muros,0,ES,1589961644,81,42.78,-9.06,289.82,0.45
485,Russell,20,US,1589961645,93,32.35,-85.2,292.15,1.49
486,Cayenne,27,GF,1589961168,100,4.93,-52.33,297.15,3.15
487,Maragogi,28,BR,1589961647,90,-9.01,-35.22,298.03,3.78
488,Viedma,100,AR,1589961648,78,-40.81,-63.0,283.77,1.54
489,Djambala,27,CG,1589961649,87,-2.54,14.75,296.46,3.43
490,Fortuna,90,US,1589961087,93,40.6,-124.16,285.37,3.1
491,Brae,75,GB,1589961653,100,60.4,-1.35,282.15,11.8
492,Inta,100,RU,1589961655,78,66.03,60.17,287.28,6.56
493,Mantenópolis,48,BR,1589961656,97,-18.86,-41.12,289.17,1.08
494,Ilhabela,36,BR,1589961657,85,-23.78,-45.36,294.27,3.12
495,Gorontalo,99,ID,1589961658,78,0.54,123.06,301.86,0.66
496,Emba,32,KZ,1589961659,41,48.83,58.14,286.89,9.19
497,Egvekinot,4,RU,1589961404,96,66.32,-179.17,267.69,4.84
498,Christchurch,47,NZ,1589961590,93,-43.53,172.63,282.59,1.0
499,Basco,60,PH,1589961662,69,20.45,121.97,302.68,2.53
500,Coquimbo,100,CL,1589961371,81,-29.95,-71.34,285.15,0.5
501,Dunedin,95,NZ,1589961520,87,-45.87,170.5,282.04,2.91
502,Leeton,0,AU,1589961665,62,-34.57,146.4,289.26,2.6
503,Henties Bay,0,NA,1589961175,23,-22.12,14.28,301.11,11.47
504,Otorohanga,0,NZ,1589961669,79,-38.18,175.2,278.71,0.96
505,Catende,33,BR,1589961671,92,-8.67,-35.72,295.34,0.76
506,Pau Brasil,99,BR,1589961672,96,-15.46,-39.65,291.63,1.12
507,Hunchun,96,CN,1589961673,52,42.87,130.36,287.17,4.76
508,Bell Ville,100,AR,1589961674,91,-32.63,-62.69,287.59,2.47
509,Ndélé,81,CF,1589961675,64,8.41,20.65,300.88,3.18
510,Abu Dhabi,94,AE,1589961431,15,24.47,54.37,312.15,2.1
511,Sola,0,VU,1589961678,77,-13.88,167.55,298.56,9.7
512,Dumas,1,US,1589961679,72,35.87,-101.97,294.26,3.6
513,Zhaotong,99,CN,1589961680,51,27.32,103.72,297.83,2.5
514,Atasū,95,KZ,1589961681,38,48.68,71.64,292.69,7.53
515,Teya,0,RU,1589961682,32,60.38,92.63,298.07,3.85
516,Bontang,58,ID,1589961456,68,0.13,117.5,302.99,2.63
517,Zapolyarnyy,20,RU,1589961685,65,69.42,30.81,278.15,3.1
518,Kamina,6,CD,1589961687,53,-8.74,24.99,296.99,2.89
519,Shotts,96,GB,1589961688,81,55.82,-3.79,289.82,0.45
520,Lugoj,20,RO,1589961689,82,45.69,21.9,293.71,5.7
521,La Mata,100,PA,1589961690,90,8.08,-80.88,297.53,0.84
522,Novobirilyussy,0,RU,1589961691,26,56.95,90.67,300.55,2.36
523,Calamar,47,CO,1589961692,91,10.25,-74.91,298.18,1.57
524,Cabinda,75,AO,1589961693,94,-5.55,12.2,299.15,1.5
525,Mount Gambier,75,AU,1589961584,93,-37.83,140.77,282.15,7.2
526,Pueblo,1,US,1589961696,72,38.25,-104.61,292.15,7.7
527,Rūdbār,100,AF,1589961573,13,30.15,62.6,306.66,5.59
528,Tocopilla,25,CL,1589961574,61,-22.09,-70.2,288.4,2.5
529,Chu,0,KZ,1589961699,38,43.6,73.76,293.71,3.58
530,Assiut,0,EG,1589961700,30,27.18,31.18,307.15,2.1
531,Tobermory,0,CA,1589961702,52,45.25,-81.67,283.71,6.12
532,Sibolga,91,ID,1589961608,58,1.74,98.78,304.65,1.96
533,Corner Brook,40,CA,1589961704,94,48.97,-57.95,273.15,3.1
534,Bañón,28,ES,1589961705,52,40.84,-1.19,294.15,1.5
535,Great Malvern,49,GB,1589961707,79,52.11,-2.33,289.26,1.99
536,Khorinsk,93,RU,1589961708,30,52.17,109.77,292.32,4.66
537,Buchanan,75,LR,1589961710,94,5.88,-10.05,299.15,1.66
538,Nauta,45,PE,1589961711,98,-4.51,-73.58,295.3,0.65
539,Boa Vista,98,BR,1589961712,83,2.82,-60.67,299.15,1.5
540,Tosya,92,TR,1589961713,44,41.02,34.04,297.15,1.5
541,Zeya,84,RU,1589961399,40,53.75,127.27,290.39,1.33
542,Nísia Floresta,75,BR,1589961715,100,-6.09,-35.21,297.15,1.5
543,Verkhnyaya Inta,100,RU,1589961716,77,65.98,60.31,287.64,6.17
544,Borba,82,BR,1589961717,98,-4.39,-59.59,295.67,0.41
545,Anloga,20,GH,1589961719,83,5.79,0.9,299.15,2.1
546,Polewali,99,ID,1589961720,78,-3.43,119.34,301.56,0.42
547,Paratinga,92,BR,1589961613,85,-12.69,-43.18,292.28,1.74
548,Playa Vicente,0,MX,1589961723,68,17.83,-95.82,300.5,1.05
549,Achutupo,53,PA,1589961724,87,9.2,-77.98,298.48,2.08
550,Gamba,95,GA,1589961725,87,-2.65,10.0,298.19,1.16
551,Sendafa,40,ET,1589961676,56,9.15,39.03,293.15,2.6
552,Kudahuvadhoo,0,MV,1589961727,77,2.67,72.89,302.21,5.69
553,Portland,18,US,1589961196,86,45.52,-122.68,285.37,0.68
554,Oleksandrivka,100,UA,1589961730,82,48.96,32.23,287.5,4.7
555,Plymouth,1,US,1589961732,87,41.83,-70.83,281.48,2.16
556,Villa Carlos Paz,33,AR,1589961733,87,-31.42,-64.5,289.82,1.0
557,Srednekolymsk,0,RU,1589961299,61,67.45,153.68,279.05,5.94
558,Eyemouth,72,GB,1589961735,90,55.87,-2.09,287.04,0.89
559,Vostok,87,RU,1589961737,31,46.49,135.88,289.34,3.59
560,Kavaratti,75,IN,1589961077,83,10.57,72.64,302.15,1.5
561,Collie,7,AU,1589961739,36,-33.37,116.15,290.93,2.67
562,Forsytheganj,81,BY,1589961418,83,52.63,29.73,282.85,5.58
563,Blyznyuky,99,UA,1589961741,86,48.86,36.56,288.02,4.49
